online_order,book_table,rate,votes,rest_type,cuisines,cost,type,city
No,No,4.2,61,Quick Bites,Street Food,200,Dine-out,Malleshwaram
Yes,No,4.1,55,Quick Bites,South Indian,100,Dine-out,Malleshwaram
Yes,No,3.9,33,Quick Bites,South Indian,300,Dine-out,Malleshwaram
No,No,4.0,52,Quick Bites,"Fast Food, Pizza, Sandwich",250,Dine-out,Malleshwaram
Yes,No,3.9,112,Quick Bites,"Street Food, Fast Food",200,Dine-out,Malleshwaram
Yes,No,3.7,136,Quick Bites,"North Indian, Chinese, Biryani",400,Dine-out,Malleshwaram
Yes,No,3.8,59,Quick Bites,"Andhra, Biryani",300,Dine-out,Malleshwaram
Yes,No,3.0,81,Quick Bites,North Indian,750,Dine-out,Malleshwaram
No,No,3.5,7,Quick Bites,South Indian,200,Dine-out,Malleshwaram
No,No,2.9,57,Quick Bites,North Indian,300,Dine-out,Malleshwaram
Yes,No,3.7,89,Food Court,"North Indian, Chinese, Fast Food, Street Food",500,Dine-out,Malleshwaram
Yes,No,4.0,58,Food Court,"North Indian, Street Food, Pizza, Burger, Sandwich",300,Dine-out,Malleshwaram
Yes,No,3.7,100,Quick Bites,"North Indian, Chinese",400,Dine-out,Malleshwaram
Yes,No,3.4,9,Quick Bites,South Indian,300,Dine-out,Malleshwaram
Yes,No,3.2,7,Quick Bites,"Biryani, Fast Food",400,Dine-out,Malleshwaram
No,No,3.9,47,Quick Bites,Lebanese,300,Dine-out,Malleshwaram
No,No,3.7,21,Quick Bites,Biryani,300,Dine-out,Malleshwaram
Yes,No,3.7,30,Quick Bites,"South Indian, Street Food",200,Dine-out,Malleshwaram
Yes,No,3.4,62,Food Court,South Indian,500,Dine-out,Malleshwaram
Yes,No,2.8,44,Quick Bites,"Fast Food, Burger",300,Dine-out,Malleshwaram
Yes,No,3.8,120,"Quick Bites, Bakery","Fast Food, Bakery",300,Dine-out,Malleshwaram
No,No,4.2,471,Quick Bites,Street Food,100,Dine-out,Malleshwaram
Yes,No,3.7,10,Quick Bites,Mangalorean,400,Dine-out,Malleshwaram
Yes,No,3.6,86,Quick Bites,Fast Food,450,Dine-out,Malleshwaram
Yes,No,4.2,466,Food Court,South Indian,300,Dine-out,Malleshwaram
Yes,No,2.9,57,Quick Bites,"Pizza, Italian",600,Dine-out,Malleshwaram
Yes,No,3.9,291,"Quick Bites, Bakery","South Indian, North Indian, Chinese, Bakery, Desserts",300,Dine-out,Malleshwaram
Yes,No,3.7,29,Quick Bites,South Indian,300,Dine-out,Malleshwaram
No,No,2.8,26,Quick Bites,"Fast Food, Biryani, Rolls",350,Dine-out,Malleshwaram
No,No,3.5,13,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,Malleshwaram
Yes,No,2.7,72,Food Court,"North Indian, Lebanese, Rolls",550,Dine-out,Malleshwaram
Yes,No,3.4,35,Quick Bites,South Indian,300,Dine-out,Malleshwaram
No,No,3.5,11,Quick Bites,Fast Food,250,Dine-out,Malleshwaram
Yes,No,4.0,165,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich",400,Dine-out,Malleshwaram
No,No,3.5,7,Quick Bites,"South Indian, Chinese, Seafood",200,Dine-out,Malleshwaram
Yes,No,3.6,101,Quick Bites,"South Indian, North Indian, Chinese",200,Dine-out,Malleshwaram
Yes,No,2.4,71,"Quick Bites, Food Court","Healthy Food, Salad, Fast Food",500,Dine-out,Malleshwaram
Yes,No,2.9,23,Food Court,Chinese,300,Dine-out,Malleshwaram
No,No,3.6,20,Quick Bites,South Indian,150,Dine-out,Malleshwaram
No,No,3.5,14,Quick Bites,"South Indian, Biryani",300,Dine-out,Malleshwaram
Yes,No,3.4,5,"Food Court, Quick Bites","Pizza, Fast Food",400,Dine-out,Malleshwaram
Yes,No,3.2,4,Quick Bites,"Chinese, Street Food, Rolls",250,Dine-out,Malleshwaram
Yes,No,3.2,9,Food Court,North Indian,500,Dine-out,Malleshwaram
No,No,3.1,49,Food Court,"South Indian, Mangalorean, Kerala",800,Dine-out,Malleshwaram
No,No,3.5,14,Quick Bites,Street Food,150,Dine-out,Malleshwaram
No,No,2.6,30,Quick Bites,"Healthy Food, Beverages, Fast Food",500,Dine-out,Malleshwaram
Yes,No,2.7,25,Food Court,"North Indian, South Indian, Chinese, Biryani",700,Dine-out,Malleshwaram
No,No,2.8,42,Beverage Shop,Juices,150,Dine-out,Malleshwaram
No,No,3.3,20,Quick Bites,"North Indian, Chinese, Biryani",400,Dine-out,Malleshwaram
No,No,2.6,19,Quick Bites,Fast Food,300,Dine-out,Malleshwaram
Yes,No,2.6,24,"Food Court, Quick Bites","Fast Food, Rolls",400,Dine-out,Malleshwaram
Yes,No,3.1,8,Quick Bites,"Biryani, North Indian",500,Dine-out,Malleshwaram
Yes,No,3.7,286,Quick Bites,"South Indian, Fast Food",150,Dine-out,Malleshwaram
No,No,2.7,268,Food Court,Pizza,500,Dine-out,Malleshwaram
No,No,4.4,2127,Casual Dining,"North Indian, South Indian",1200,Dine-out,Malleshwaram
No,Yes,4.3,592,Casual Dining,North Indian,1200,Dine-out,Malleshwaram
No,Yes,4.2,174,Casual Dining,Rajasthani,1200,Dine-out,Malleshwaram
No,Yes,4.2,371,Fine Dining,"North Indian, Continental, Asian",2400,Dine-out,Malleshwaram
Yes,Yes,4.6,514,Casual Dining,"Mangalorean, Seafood, South Indian, North Indian, Chinese, Mughlai",1000,Dine-out,Malleshwaram
Yes,No,3.8,571,Casual Dining,"Chinese, North Indian",800,Dine-out,Malleshwaram
No,Yes,4.1,309,Fine Dining,"North Indian, Continental, Japanese, Chinese, South Indian",4100,Dine-out,Malleshwaram
No,Yes,4.2,358,Casual Dining,"North Indian, Chinese, Continental",1500,Dine-out,Malleshwaram
No,No,3.9,629,Club,Finger Food,2000,Dine-out,Malleshwaram
Yes,Yes,4.0,672,Casual Dining,North Indian,900,Dine-out,Malleshwaram
No,Yes,4.3,413,Fine Dining,"North Indian, Mughlai",5000,Dine-out,Malleshwaram
No,No,4.3,90,Cafe,"Cafe, Continental, Desserts",800,Dine-out,Malleshwaram
No,Yes,4.3,354,Casual Dining,"Italian, Pizza, Mexican",1400,Dine-out,Malleshwaram
No,Yes,4.0,344,Fine Dining,"Continental, North Indian, Italian, Chinese",3000,Dine-out,Malleshwaram
No,No,4.1,179,"Bar, Lounge","Finger Food, Continental",3000,Dine-out,Malleshwaram
No,No,3.9,481,Club,Finger Food,1500,Dine-out,Malleshwaram
No,Yes,4.3,476,Cafe,"Cafe, Beverages, Healthy Food",1000,Dine-out,Malleshwaram
Yes,Yes,4.1,532,Casual Dining,"Mangalorean, Seafood",1000,Dine-out,Malleshwaram
No,Yes,4.3,202,Fine Dining,South Indian,4000,Dine-out,Malleshwaram
No,No,3.8,273,Lounge,"Continental, Chinese",2200,Dine-out,Malleshwaram
No,Yes,4.2,258,Casual Dining,"Modern Indian, North Indian",1800,Dine-out,Malleshwaram
No,No,3.7,42,Casual Dining,"North Indian, Chinese, Seafood, South Indian",1300,Dine-out,Malleshwaram
No,Yes,4.3,291,Fine Dining,North Indian,4000,Dine-out,Malleshwaram
No,Yes,4.1,432,Casual Dining,"Kerala, Mangalorean, Maharashtrian, Goan, Seafood",1200,Dine-out,Malleshwaram
No,No,4.3,177,Cafe,"Cafe, Desserts",700,Dine-out,Malleshwaram
Yes,Yes,4.1,289,Casual Dining,"North Indian, Chinese, Italian",800,Dine-out,Malleshwaram
No,No,4.0,149,Casual Dining,"North Indian, South Indian, Fast Food, Chinese",700,Dine-out,Malleshwaram
No,No,4.0,471,Casual Dining,North Indian,600,Dine-out,Malleshwaram
No,Yes,4.0,207,Fine Dining,"Japanese, Asian",2200,Dine-out,Malleshwaram
No,Yes,4.1,187,Bar,European,2500,Dine-out,Malleshwaram
No,No,4.1,62,Casual Dining,"North Indian, South Indian, Chinese",450,Dine-out,Malleshwaram
No,No,3.9,83,Casual Dining,"Biryani, Chinese, North Indian, Mangalorean",650,Dine-out,Malleshwaram
No,Yes,4.0,134,Fine Dining,"North Indian, Kashmiri, Mughlai",3700,Dine-out,Malleshwaram
Yes,No,3.9,134,Casual Dining,"Chinese, Thai, Momos, Vietnamese",700,Dine-out,Malleshwaram
Yes,No,4.0,280,Casual Dining,"North Indian, Chinese, Thai, Momos",600,Dine-out,Malleshwaram
No,No,2.5,60,Casual Dining,"Andhra, North Indian, Chinese, Mangalorean",750,Dine-out,Malleshwaram
No,No,3.9,35,Casual Dining,"Chinese, North Indian, South Indian",600,Dine-out,Malleshwaram
Yes,No,3.5,19,Casual Dining,"Seafood, Mangalorean, Chinese",500,Dine-out,Malleshwaram
No,No,3.7,47,Fine Dining,"North Indian, Mughlai",2000,Dine-out,Malleshwaram
Yes,No,4.0,152,Casual Dining,North Indian,600,Dine-out,Malleshwaram
Yes,No,3.6,70,Casual Dining,"North Indian, Mughlai, Chinese, Continental",800,Dine-out,Malleshwaram
No,No,3.7,33,Lounge,Finger Food,2500,Dine-out,Malleshwaram
No,No,2.9,21,Casual Dining,"Chinese, North Indian, Continental",700,Dine-out,Malleshwaram
No,No,2.9,35,"Casual Dining, Bar","North Indian, Mughlai, Chinese",800,Dine-out,Malleshwaram
No,No,3.7,28,Casual Dining,"North Indian, Asian, Continental",1000,Dine-out,Malleshwaram
No,No,3.4,10,Pub,Finger Food,900,Dine-out,Malleshwaram
No,No,3.7,33,Casual Dining,"North Indian, Chinese, Hyderabadi",650,Dine-out,Malleshwaram
No,No,3.7,18,Fine Dining,"Continental, Chinese, North Indian",2000,Dine-out,Malleshwaram
Yes,No,3.1,43,Casual Dining,"Chinese, North Indian",600,Dine-out,Malleshwaram
No,No,2.9,14,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,Malleshwaram
No,No,2.7,39,Casual Dining,"South Indian, North Indian, Chinese, Beverages",550,Dine-out,Malleshwaram
No,No,3.8,24,"Cafe, Dessert Parlor","Cafe, Desserts",400,Dine-out,Malleshwaram
No,No,3.6,27,Bar,"Finger Food, North Indian, Chinese",1000,Dine-out,Malleshwaram
No,No,4.1,184,Casual Dining,"Continental, Cafe, Italian, North Indian",800,Dine-out,Malleshwaram
No,No,3.4,11,"Bar, Casual Dining","North Indian, South Indian",800,Dine-out,Malleshwaram
Yes,No,4.5,96,Quick Bites,South Indian,300,Dine-out,Malleshwaram
Yes,No,4.3,84,Quick Bites,South Indian,200,Dine-out,Malleshwaram
Yes,No,3.8,177,Quick Bites,Biryani,300,Dine-out,Malleshwaram
Yes,No,3.4,83,Quick Bites,"Biryani, Chinese",250,Dine-out,Malleshwaram
Yes,No,3.5,25,Quick Bites,"Maharashtrian, Street Food",150,Dine-out,Malleshwaram
No,No,3.9,46,Quick Bites,"South Indian, Chinese",200,Dine-out,Malleshwaram
Yes,No,3.9,86,Quick Bites,"Fast Food, Rolls",200,Dine-out,Malleshwaram
Yes,No,3.3,5,Quick Bites,South Indian,200,Dine-out,Malleshwaram
Yes,No,3.7,594,Quick Bites,"Fast Food, Street Food, Juices",250,Dine-out,Malleshwaram
No,No,3.5,9,Quick Bites,South Indian,350,Dine-out,Malleshwaram
No,No,3.0,10,Quick Bites,Biryani,200,Dine-out,Malleshwaram
No,Yes,4.3,1042,"Bar, Casual Dining","Finger Food, Continental, North Indian, Italian, Japanese",1650,Dine-out,Malleshwaram
Yes,Yes,4.6,2315,"Casual Dining, Bar","Continental, North Indian, Chinese",1100,Dine-out,Malleshwaram
No,No,4.5,3953,"Casual Dining, Bar","Pizza, North Indian, Modern Indian",1300,Dine-out,Malleshwaram
Yes,No,3.9,70,Casual Dining,"South Indian, Fast Food",500,Dine-out,Malleshwaram
No,No,4.3,678,Casual Dining,South Indian,400,Dine-out,Malleshwaram
No,Yes,4.5,2711,"Pub, Casual Dining","Continental, Finger Food, North Indian, Chinese",1200,Dine-out,Malleshwaram
No,Yes,4.5,409,Casual Dining,"North Indian, Continental",1200,Dine-out,Malleshwaram
Yes,Yes,4.3,355,"Casual Dining, Cafe","Pizza, Cafe, Italian",600,Dine-out,Malleshwaram
No,No,4.3,813,Casual Dining,"North Indian, Chinese, Street Food, Juices",600,Dine-out,Malleshwaram
No,Yes,4.3,854,Casual Dining,"Pizza, Biryani, North Indian, South Indian",800,Dine-out,Malleshwaram
Yes,No,4.2,418,Casual Dining,"Chinese, Asian",700,Dine-out,Malleshwaram
No,Yes,4.2,168,"Bar, Casual Dining",Continental,1400,Dine-out,Malleshwaram
Yes,Yes,4.3,1033,Casual Dining,"North Indian, South Indian, Chinese",850,Dine-out,Malleshwaram
No,No,3.9,156,Quick Bites,"North Indian, South Indian, Chinese",300,Dine-out,Malleshwaram
Yes,Yes,3.9,675,Casual Dining,"North Indian, Continental",900,Dine-out,Malleshwaram
Yes,No,4.2,1440,Cafe,"Cafe, Italian, Burger, American, Steak",650,Dine-out,Malleshwaram
Yes,Yes,4.1,426,Casual Dining,"Seafood, North Indian, Chinese",1100,Dine-out,Malleshwaram
Yes,No,3.9,317,Casual Dining,"Andhra, Chinese, North Indian, Seafood",800,Dine-out,Malleshwaram
Yes,No,3.8,328,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Juices",450,Dine-out,Malleshwaram
Yes,No,3.8,591,Casual Dining,"Andhra, North Indian, Chinese",700,Dine-out,Malleshwaram
Yes,No,3.5,10,Quick Bites,"South Indian, Biryani",300,Dine-out,Malleshwaram
Yes,No,3.9,131,Quick Bites,"Chinese, Bengali",250,Dine-out,Malleshwaram
No,No,4.1,485,Quick Bites,South Indian,400,Dine-out,Malleshwaram
Yes,No,4.1,500,Casual Dining,"North Indian, Chinese",600,Dine-out,Malleshwaram
Yes,No,4.0,89,Quick Bites,"Kerala, South Indian, Chinese",300,Dine-out,Malleshwaram
No,No,3.7,81,Casual Dining,"North Indian, South Indian, Chinese",600,Dine-out,Malleshwaram
Yes,No,3.8,94,Quick Bites,South Indian,300,Dine-out,Malleshwaram
Yes,No,3.8,215,Quick Bites,"Biryani, Kebab",400,Dine-out,Malleshwaram
No,No,3.3,6,Quick Bites,"Mangalorean, Seafood, South Indian",400,Dine-out,Malleshwaram
No,No,3.0,28,Quick Bites,"Mangalorean, Chinese, Seafood, North Indian",450,Dine-out,Malleshwaram
Yes,No,3.8,101,Quick Bites,Biryani,350,Dine-out,Malleshwaram
No,No,3.2,2,"Casual Dining, Bar",Finger Food,1100,Dine-out,Malleshwaram
No,No,3.7,18,Casual Dining,North Indian,750,Dine-out,Malleshwaram
Yes,No,3.4,589,Casual Dining,"Andhra, North Indian, Chinese, Biryani",600,Dine-out,Malleshwaram
Yes,Yes,3.7,56,Casual Dining,"Seafood, North Indian, Chinese, Continental, Mangalorean",900,Dine-out,Malleshwaram
Yes,No,3.3,44,Casual Dining,"Chinese, Thai, Seafood",650,Dine-out,Malleshwaram
Yes,No,3.7,17,Quick Bites,"Fast Food, Desserts",200,Dine-out,Malleshwaram
Yes,No,3.6,6,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,Dine-out,Malleshwaram
Yes,No,3.3,5,Quick Bites,"Biryani, Chinese",200,Dine-out,Malleshwaram
Yes,No,3.3,5,Casual Dining,"North Indian, Seafood, Mangalorean",450,Dine-out,Malleshwaram
Yes,No,2.3,178,Casual Dining,"North Indian, Chinese, South Indian, Street Food",500,Dine-out,Malleshwaram
No,No,3.3,4,Quick Bites,"North Indian, South Indian, Chinese",300,Dine-out,Malleshwaram
Yes,No,3.9,51,Quick Bites,"North Indian, South Indian, Chinese",300,Dine-out,Malleshwaram
Yes,No,3.4,13,Quick Bites,"South Indian, North Indian, Chinese",250,Dine-out,Malleshwaram
Yes,No,3.4,19,Casual Dining,"North Indian, Chinese",700,Dine-out,Malleshwaram
Yes,No,3.9,63,Quick Bites,North Indian,350,Dine-out,Malleshwaram
Yes,No,3.4,9,Quick Bites,South Indian,350,Dine-out,Malleshwaram
Yes,No,4.2,343,Quick Bites,"North Indian, South Indian, Chinese",350,Dine-out,Malleshwaram
Yes,No,3.7,294,Quick Bites,"Biryani, Kebab",400,Dine-out,Malleshwaram
No,No,3.3,7,Quick Bites,Street Food,150,Dine-out,Malleshwaram
Yes,No,3.6,23,Quick Bites,"North Indian, Chinese",450,Dine-out,Malleshwaram
Yes,No,3.6,29,Quick Bites,"North Indian, Chinese",350,Dine-out,Malleshwaram
Yes,No,2.9,88,Quick Bites,"Fast Food, Street Food",200,Dine-out,Malleshwaram
Yes,No,4.0,397,Quick Bites,North Indian,450,Dine-out,Malleshwaram
Yes,No,3.6,10,Quick Bites,"South Indian, Biryani",400,Dine-out,Malleshwaram
No,No,3.6,68,Quick Bites,"South Indian, North Indian",450,Dine-out,Malleshwaram
Yes,No,4.1,87,Quick Bites,"Biryani, Seafood",400,Dine-out,Malleshwaram
No,No,3.2,7,Bar,"Finger Food, Chinese, North Indian",700,Dine-out,Malleshwaram
Yes,No,3.6,23,Quick Bites,Biryani,350,Dine-out,Malleshwaram
Yes,No,3.7,349,Casual Dining,"North Indian, Mughlai, Biryani, Chinese, Kebab",600,Dine-out,Malleshwaram
No,No,3.3,4,Quick Bites,South Indian,100,Dine-out,Malleshwaram
No,No,3.5,15,Casual Dining,"Andhra, South Indian, Biryani, North Indian, Mangalorean",700,Dine-out,Malleshwaram
Yes,No,3.5,73,Quick Bites,"South Indian, Chinese",400,Dine-out,Malleshwaram
No,No,3.5,36,Quick Bites,South Indian,300,Dine-out,Malleshwaram
Yes,No,3.2,24,Quick Bites,Biryani,200,Dine-out,Malleshwaram
No,No,3.7,27,Casual Dining,"North Indian, Chinese",750,Dine-out,Malleshwaram
No,No,3.7,31,Casual Dining,"North Indian, Fast Food",500,Dine-out,Malleshwaram
No,No,3.8,53,Casual Dining,"North Indian, Chinese",750,Dine-out,Malleshwaram
No,No,3.3,6,Casual Dining,"North Indian, Chinese",700,Dine-out,Malleshwaram
No,No,3.3,5,Casual Dining,"North Indian, Chinese, Biryani",550,Dine-out,Malleshwaram
No,No,3.3,5,Quick Bites,"South Indian, Chinese",300,Dine-out,Malleshwaram
Yes,No,3.3,4,Casual Dining,"Chinese, North Indian, South Indian, Fast Food",450,Dine-out,Malleshwaram
Yes,No,3.2,2,Casual Dining,"Continental, South Indian",1000,Dine-out,Malleshwaram
Yes,No,3.4,9,Casual Dining,"South Indian, North Indian, Chinese",600,Dine-out,Malleshwaram
No,No,3.3,5,Quick Bites,South Indian,300,Dine-out,Malleshwaram
Yes,No,3.8,18,Quick Bites,"Fast Food, Desserts",250,Dine-out,Malleshwaram
No,No,3.5,14,Casual Dining,"North Indian, Chinese, South Indian, Mughlai",750,Dine-out,Malleshwaram
No,No,3.6,21,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,Malleshwaram
Yes,No,3.6,41,Casual Dining,"North Indian, Continental, Chinese, Asian, Thai",1400,Dine-out,Malleshwaram
No,No,3.8,27,Quick Bites,South Indian,200,Dine-out,Malleshwaram
Yes,No,3.0,75,Quick Bites,"South Indian, Chinese, Fast Food",300,Dine-out,Malleshwaram
Yes,No,3.3,4,Quick Bites,"South Indian, Biryani",400,Dine-out,Malleshwaram
No,No,3.3,4,Quick Bites,South Indian,400,Dine-out,Malleshwaram
No,No,3.7,35,Quick Bites,South Indian,100,Dine-out,Malleshwaram
Yes,No,3.7,39,Casual Dining,"North Indian, Chinese, Biryani",550,Dine-out,Malleshwaram
No,No,3.3,4,Quick Bites,"South Indian, Chinese, Beverages",150,Dine-out,Malleshwaram
No,No,3.4,4,Quick Bites,South Indian,400,Dine-out,Malleshwaram
No,No,3.3,5,Quick Bites,Biryani,300,Dine-out,Malleshwaram
No,No,3.3,8,Quick Bites,Street Food,200,Dine-out,Malleshwaram
Yes,No,3.4,7,Quick Bites,"North Indian, Chinese",200,Dine-out,Malleshwaram
No,No,3.7,22,Quick Bites,South Indian,200,Dine-out,Malleshwaram
Yes,No,3.8,266,Quick Bites,"South Indian, Biryani",250,Dine-out,Malleshwaram
No,No,3.3,4,Quick Bites,"Biryani, Kebab",250,Dine-out,Malleshwaram
Yes,No,3.3,8,Quick Bites,South Indian,350,Dine-out,Malleshwaram
Yes,No,3.8,209,Quick Bites,"Chinese, Fast Food, Momos",450,Dine-out,Malleshwaram
Yes,No,3.6,28,Quick Bites,"North Indian, South Indian, Chinese",300,Dine-out,Malleshwaram
Yes,No,3.4,22,Quick Bites,"North Indian, Fast Food",300,Dine-out,Malleshwaram
Yes,No,3.5,141,Quick Bites,"North Indian, South Indian, Seafood, Chinese",400,Dine-out,Malleshwaram
No,Yes,4.5,2713,"Pub, Casual Dining","Continental, Finger Food, North Indian, Chinese",1200,Drinks & nightlife,Malleshwaram
No,Yes,4.1,4768,"Lounge, Casual Dining","Japanese, Thai, Chinese, Korean",2600,Drinks & nightlife,Malleshwaram
No,No,4.3,2318,Microbrewery,"German, European, Pizza, American, North Indian, Chinese",1800,Drinks & nightlife,Malleshwaram
Yes,Yes,4.2,470,"Casual Dining, Bar","North Indian, Mangalorean, Seafood",1200,Drinks & nightlife,Malleshwaram
Yes,No,4.2,1731,Pub,"Chinese, Continental, North Indian",1400,Drinks & nightlife,Malleshwaram
No,No,4.0,775,Lounge,"Italian, American, North Indian",1400,Drinks & nightlife,Malleshwaram
Yes,Yes,4.1,662,"Bar, Casual Dining","Finger Food, Continental, Chinese",1100,Drinks & nightlife,Malleshwaram
No,No,4.1,731,Pub,"Finger Food, North Indian, Italian",1500,Drinks & nightlife,Malleshwaram
No,Yes,4.1,402,Lounge,"Continental, North Indian",1500,Drinks & nightlife,Malleshwaram
No,Yes,3.7,96,Bar,"Finger Food, Chinese, North Indian",1100,Drinks & nightlife,Malleshwaram
No,Yes,3.7,77,"Bar, Casual Dining",Continental,2000,Drinks & nightlife,Malleshwaram
No,No,3.9,630,Club,Finger Food,2000,Drinks & nightlife,Malleshwaram
No,No,4.1,181,"Bar, Lounge","Finger Food, Continental",3000,Drinks & nightlife,Malleshwaram
No,No,3.9,481,Club,Finger Food,1500,Drinks & nightlife,Malleshwaram
No,No,3.8,273,Lounge,"Continental, Chinese",2200,Drinks & nightlife,Malleshwaram
No,No,3.7,33,Lounge,Finger Food,2500,Drinks & nightlife,Malleshwaram
No,No,2.9,35,"Casual Dining, Bar","North Indian, Mughlai, Chinese",800,Drinks & nightlife,Malleshwaram
No,No,3.4,10,Pub,Finger Food,900,Drinks & nightlife,Malleshwaram
No,No,3.6,27,Bar,"Finger Food, North Indian, Chinese",1000,Drinks & nightlife,Malleshwaram
No,No,3.4,11,"Bar, Casual Dining","North Indian, South Indian",800,Drinks & nightlife,Malleshwaram
No,Yes,4.3,1058,"Bar, Casual Dining","Finger Food, Continental, North Indian, Italian, Japanese",1650,Drinks & nightlife,Malleshwaram
No,No,3.2,2,"Casual Dining, Bar",Finger Food,1100,Drinks & nightlife,Malleshwaram
No,No,3.2,7,Bar,"Finger Food, Chinese, North Indian",700,Drinks & nightlife,Malleshwaram
No,Yes,4.5,2713,"Pub, Casual Dining","Continental, Finger Food, North Indian, Chinese",1200,Pubs and bars,Malleshwaram
Yes,Yes,4.6,2338,"Casual Dining, Bar","Continental, North Indian, Chinese",1100,Pubs and bars,Malleshwaram
Yes,Yes,4.2,470,"Casual Dining, Bar","North Indian, Mangalorean, Seafood",1200,Pubs and bars,Malleshwaram
Yes,Yes,4.8,6440,"Casual Dining, Bar","American, Tex-Mex, Burger, BBQ, Mexican",1400,Pubs and bars,Malleshwaram
Yes,No,4.2,1731,Pub,"Chinese, Continental, North Indian",1400,Pubs and bars,Malleshwaram
Yes,Yes,4.1,662,"Bar, Casual Dining","Finger Food, Continental, Chinese",1100,Pubs and bars,Malleshwaram
No,No,4.1,731,Pub,"Finger Food, North Indian, Italian",1500,Pubs and bars,Malleshwaram
No,Yes,3.7,96,Bar,"Finger Food, Chinese, North Indian",1100,Pubs and bars,Malleshwaram
No,Yes,3.7,77,"Bar, Casual Dining",Continental,2000,Pubs and bars,Malleshwaram
No,No,4.1,181,"Bar, Lounge","Finger Food, Continental",3000,Pubs and bars,Malleshwaram
No,Yes,4.1,187,Bar,European,2500,Pubs and bars,Malleshwaram
No,No,2.9,35,"Casual Dining, Bar","North Indian, Mughlai, Chinese",800,Pubs and bars,Malleshwaram
No,No,3.4,10,Pub,Finger Food,900,Pubs and bars,Malleshwaram
No,No,3.6,27,Bar,"Finger Food, North Indian, Chinese",1000,Pubs and bars,Malleshwaram
No,No,3.4,11,"Bar, Casual Dining","North Indian, South Indian",800,Pubs and bars,Malleshwaram
No,Yes,4.3,1058,"Bar, Casual Dining","Finger Food, Continental, North Indian, Italian, Japanese",1650,Pubs and bars,Malleshwaram
No,No,4.5,3960,"Casual Dining, Bar","Pizza, North Indian, Modern Indian",1300,Pubs and bars,Malleshwaram
No,Yes,4.2,167,"Bar, Casual Dining",Continental,1400,Pubs and bars,Malleshwaram
No,No,3.2,2,"Casual Dining, Bar",Finger Food,1100,Pubs and bars,Malleshwaram
No,No,3.2,7,Bar,"Finger Food, Chinese, North Indian",700,Pubs and bars,Malleshwaram
No,Yes,4.3,764,Fine Dining,"Continental, North Indian, Japanese, Italian",2500,Buffet,Marathahalli
Yes,Yes,4.6,5894,"Microbrewery, Pub","Continental, North Indian, BBQ, Steak",1400,Buffet,Marathahalli
